date,product_id,product,category,city,holiday,units_sold
2024-06-01,P024,Canned Tuna,Canned,Chennai,None,49
2024-06-01,P024,Canned Tuna,Canned,Delhi,None,64
2024-06-01,P025,Dog Food,Pet,Hyderabad,None,54
2024-06-01,P025,Dog Food,Pet,Pune,None,61
2024-06-01,P025,Dog Food,Pet,Chennai,None,43
2024-06-01,P026,Baby Formula,Baby,Delhi,None,51
2024-06-01,P026,Baby Formula,Baby,Mumbai,None,92
2024-06-01,P026,Baby Formula,Baby,Chennai,None,81
2024-06-01,P027,Toothpaste,Health,Chennai,None,54
2024-06-01,P027,Toothpaste,Health,Mumbai,None,68
2024-06-01,P027,Toothpaste,Health,Delhi,None,75
2024-06-01,P028,Disinfectant Wipes,Cleaning,Kolkata,None,64
2024-06-01,P028,Disinfectant Wipes,Cleaning,Bangalore,None,68
2024-06-01,P028,Disinfectant Wipes,Cleaning,Hyderabad,None,52
2024-06-01,P029,Face Mask,Health,Bangalore,None,50
2024-06-01,P029,Face Mask,Health,Pune,None,89
2024-06-01,P029,Face Mask,Health,Mumbai,None,92
2024-06-01,P030,Moisturizer,Health,Bangalore,None,70
2024-06-01,P030,Moisturizer,Health,Pune,None,54
2024-06-01,P030,Moisturizer,Health,Kolkata,None,61
2024-06-01,P031,Cough Syrup,Health,Mumbai,None,98
2024-06-01,P031,Cough Syrup,Health,Kolkata,None,82
2024-06-01,P031,Cough Syrup,Health,Hyderabad,None,99
2024-06-02,P001,Milk,Dairy,Chennai,None,50
2024-06-02,P001,Milk,Dairy,Hyderabad,None,70
2024-06-02,P001,Milk,Dairy,Bangalore,None,99
2024-06-02,P002,Bread,Bakery,Bangalore,None,32
2024-06-02,P002,Bread,Bakery,Hyderabad,None,39
2024-06-02,P002,Bread,Bakery,Mumbai,None,84
2024-06-02,P003,Yogurt,Dairy,Pune,None,116
2024-06-02,P003,Yogurt,Dairy,Mumbai,None,116
2024-06-02,P003,Yogurt,Dairy,Bangalore,None,101
2024-06-02,P004,Cheese,Dairy,Bangalore,None,63
2024-06-02,P004,Cheese,Dairy,Chennai,None,73
2024-06-02,P004,Cheese,Dairy,Hyderabad,None,68
2024-06-02,P005,Juice,Beverage,Mumbai,None,40
2024-06-02,P005,Juice,Beverage,Pune,None,97
2024-06-02,P005,Juice,Beverage,Chennai,None,69
2024-06-02,P006,Butter,Dairy,Chennai,None,52
2024-06-02,P006,Butter,Dairy,Pune,None,84
2024-06-02,P006,Butter,Dairy,Mumbai,None,111
2024-06-02,P007,Eggs,Dairy,Chennai,None,46
2024-06-02,P007,Eggs,Dairy,Hyderabad,None,57
2024-06-02,P007,Eggs,Dairy,Pune,None,105
2024-06-02,P008,Paneer,Dairy,Bangalore,None,102
2024-06-02,P008,Paneer,Dairy,Mumbai,None,113
2024-06-02,P008,Paneer,Dairy,Hyderabad,None,70
2024-06-02,P009,Spinach,Produce,Chennai,None,39
2024-06-02,P009,Spinach,Produce,Delhi,None,56
2024-06-02,P009,Spinach,Produce,Mumbai,None,116
2024-06-02,P010,Tomato,Produce,Hyderabad,None,90
2024-06-02,P010,Tomato,Produce,Chennai,None,108
2024-06-02,P010,Tomato,Produce,Bangalore,None,84
2024-06-02,P011,Onion,Produce,Mumbai,None,70
2024-06-02,P011,Onion,Produce,Pune,None,97
2024-06-02,P011,Onion,Produce,Delhi,None,94
2024-06-02,P012,Apple,Fruit,Bangalore,None,52
2024-06-02,P012,Apple,Fruit,Chennai,None,38
2024-06-02,P012,Apple,Fruit,Hyderabad,None,46
2024-06-02,P013,Banana,Fruit,Chennai,None,80
2024-06-02,P013,Banana,Fruit,Kolkata,None,62
2024-06-02,P013,Banana,Fruit,Pune,None,59
2024-06-02,P014,Chicken,Meat,Hyderabad,None,75
2024-06-02,P014,Chicken,Meat,Bangalore,None,57
2024-06-02,P014,Chicken,Meat,Delhi,None,40
2024-06-02,P015,Fish,Meat,Mumbai,None,114
2024-06-02,P015,Fish,Meat,Hyderabad,None,114
2024-06-02,P015,Fish,Meat,Pune,None,48
2024-06-02,P016,Chips,Snacks,Delhi,None,71
2024-06-02,P016,Chips,Snacks,Mumbai,None,92
2024-06-02,P016,Chips,Snacks,Kolkata,None,87
2024-06-02,P017,Cookies,Snacks,Kolkata,None,86
2024-06-02,P017,Cookies,Snacks,Mumbai,None,103
2024-06-02,P017,Cookies,Snacks,Delhi,None,102
2024-06-02,P018,Granola Bar,Snacks,Mumbai,None,35
2024-06-02,P018,Granola Bar,Snacks,Pune,None,109
2024-06-02,P018,Granola Bar,Snacks,Kolkata,None,83
2024-06-02,P019,Frozen Pizza,Frozen,Delhi,None,51
2024-06-02,P019,Frozen Pizza,Frozen,Chennai,None,101
2024-06-02,P019,Frozen Pizza,Frozen,Kolkata,None,38
2024-06-02,P020,Ice Cream,Frozen,Kolkata,None,42
2024-06-02,P020,Ice Cream,Frozen,Pune,None,113
2024-06-02,P020,Ice Cream,Frozen,Mumbai,None,53
2024-06-02,P021,Iced Tea,Beverage,Pune,None,96
2024-06-02,P021,Iced Tea,Beverage,Bangalore,None,91
2024-06-02,P021,Iced Tea,Beverage,Kolkata,None,99
2024-06-02,P022,Coconut Water,Beverage,Kolkata,None,48
2024-06-02,P022,Coconut Water,Beverage,Delhi,None,45
2024-06-02,P022,Coconut Water,Beverage,Hyderabad,None,38
2024-06-02,P023,Baked Beans,Canned,Hyderabad,None,112
2024-06-02,P023,Baked Beans,Canned,Pune,None,102
2024-06-02,P023,Baked Beans,Canned,Mumbai,None,41
2024-06-02,P024,Canned Tuna,Canned,Chennai,None,57
2024-06-02,P024,Canned Tuna,Canned,Bangalore,None,105
2024-06-02,P024,Canned Tuna,Canned,Mumbai,None,107
2024-06-02,P025,Dog Food,Pet,Bangalore,None,88
2024-06-02,P025,Dog Food,Pet,Delhi,None,42
2024-06-02,P025,Dog Food,Pet,Pune,None,61
2024-06-02,P026,Baby Formula,Baby,Pune,None,81
2024-06-02,P026,Baby Formula,Baby,Chennai,None,73
2024-06-02,P026,Baby Formula,Baby,Delhi,None,78
2024-06-02,P027,Toothpaste,Health,Pune,None,46
2024-06-02,P027,Toothpaste,Health,Chennai,None,52
2024-06-02,P027,Toothpaste,Health,Bangalore,None,100
2024-06-02,P028,Disinfectant Wipes,Cleaning,Delhi,None,83
2024-06-02,P028,Disinfectant Wipes,Cleaning,Pune,None,63
2024-06-02,P028,Disinfectant Wipes,Cleaning,Kolkata,None,93
2024-06-02,P029,Face Mask,Health,Delhi,None,55
2024-06-02,P029,Face Mask,Health,Pune,None,40
2024-06-02,P029,Face Mask,Health,Mumbai,None,42
2024-06-02,P030,Moisturizer,Health,Mumbai,None,45
2024-06-02,P030,Moisturizer,Health,Kolkata,None,101
2024-06-02,P030,Moisturizer,Health,Chennai,None,101
2024-06-02,P031,Cough Syrup,Health,Mumbai,None,79
2024-06-02,P031,Cough Syrup,Health,Kolkata,None,120
2024-06-02,P031,Cough Syrup,Health,Pune,None,113
2024-06-03,P001,Milk,Dairy,Bangalore,None,60
2024-06-03,P001,Milk,Dairy,Pune,None,79
2024-06-03,P001,Milk,Dairy,Mumbai,None,99
2024-06-03,P002,Bread,Bakery,Hyderabad,None,54
2024-06-03,P002,Bread,Bakery,Mumbai,None,91
2024-06-03,P002,Bread,Bakery,Chennai,None,98
2024-06-03,P003,Yogurt,Dairy,Mumbai,None,61
2024-06-03,P003,Yogurt,Dairy,Kolkata,None,24
2024-06-03,P003,Yogurt,Dairy,Delhi,None,91
2024-06-03,P004,Cheese,Dairy,Mumbai,None,100
2024-06-03,P004,Cheese,Dairy,Hyderabad,None,83
2024-06-03,P004,Cheese,Dairy,Bangalore,None,66
2024-06-03,P005,Juice,Beverage,Mumbai,None,46
2024-06-03,P005,Juice,Beverage,Pune,None,56
2024-06-03,P005,Juice,Beverage,Chennai,None,54
2024-06-03,P006,Butter,Dairy,Bangalore,None,31
2024-06-03,P006,Butter,Dairy,Mumbai,None,48
2024-06-03,P006,Butter,Dairy,Chennai,None,79
2024-06-03,P007,Eggs,Dairy,Kolkata,None,94
2024-06-03,P007,Eggs,Dairy,Bangalore,None,67
2024-06-03,P007,Eggs,Dairy,Pune,None,30
2024-06-03,P008,Paneer,Dairy,Kolkata,None,63
2024-06-03,P008,Paneer,Dairy,Bangalore,None,40
2024-06-03,P008,Paneer,Dairy,Delhi,None,35
2024-06-03,P009,Spinach,Produce,Mumbai,None,23
2024-06-03,P009,Spinach,Produce,Pune,None,63
2024-06-03,P009,Spinach,Produce,Kolkata,None,41
2024-06-03,P010,Tomato,Produce,Mumbai,None,89
2024-06-03,P010,Tomato,Produce,Bangalore,None,97
2024-06-03,P010,Tomato,Produce,Kolkata,None,72
2024-06-03,P011,Onion,Produce,Kolkata,None,42
2024-06-03,P011,Onion,Produce,Chennai,None,58
2024-06-03,P011,Onion,Produce,Delhi,None,94
2024-06-03,P012,Apple,Fruit,Bangalore,None,52
2024-06-03,P012,Apple,Fruit,Chennai,None,94
2024-06-03,P012,Apple,Fruit,Mumbai,None,100
2024-06-03,P013,Banana,Fruit,Chennai,None,49
2024-06-03,P013,Banana,Fruit,Mumbai,None,68
2024-06-03,P013,Banana,Fruit,Delhi,None,63
2024-06-03,P014,Chicken,Meat,Bangalore,None,46
2024-06-03,P014,Chicken,Meat,Hyderabad,None,93
2024-06-03,P014,Chicken,Meat,Chennai,None,43
2024-06-03,P015,Fish,Meat,Kolkata,None,95
2024-06-03,P015,Fish,Meat,Hyderabad,None,90
2024-06-03,P015,Fish,Meat,Delhi,None,28
2024-06-03,P016,Chips,Snacks,Chennai,None,83
2024-06-03,P016,Chips,Snacks,Mumbai,None,59
2024-06-03,P016,Chips,Snacks,Kolkata,None,54
2024-06-03,P017,Cookies,Snacks,Bangalore,None,91
2024-06-03,P017,Cookies,Snacks,Chennai,None,58
2024-06-03,P017,Cookies,Snacks,Delhi,None,53
2024-06-03,P018,Granola Bar,Snacks,Pune,None,64
2024-06-03,P018,Granola Bar,Snacks,Mumbai,None,21
2024-06-03,P018,Granola Bar,Snacks,Kolkata,None,40
2024-06-03,P019,Frozen Pizza,Frozen,Chennai,None,95
2024-06-03,P019,Frozen Pizza,Frozen,Delhi,None,97
2024-06-03,P019,Frozen Pizza,Frozen,Mumbai,None,32
2024-06-03,P020,Ice Cream,Frozen,Mumbai,None,87
2024-06-03,P020,Ice Cream,Frozen,Chennai,None,62
2024-06-03,P020,Ice Cream,Frozen,Kolkata,None,26
2024-06-03,P021,Iced Tea,Beverage,Bangalore,None,48
2024-06-03,P021,Iced Tea,Beverage,Delhi,None,98
2024-06-03,P021,Iced Tea,Beverage,Hyderabad,None,50
2024-06-03,P022,Coconut Water,Beverage,Pune,None,64
2024-06-03,P022,Coconut Water,Beverage,Kolkata,None,59
2024-06-03,P022,Coconut Water,Beverage,Mumbai,None,91
2024-06-03,P023,Baked Beans,Canned,Bangalore,None,95
2024-06-03,P023,Baked Beans,Canned,Delhi,None,71
2024-06-03,P023,Baked Beans,Canned,Kolkata,None,82
2024-06-03,P024,Canned Tuna,Canned,Hyderabad,None,93
2024-06-03,P024,Canned Tuna,Canned,Delhi,None,47
2024-06-03,P024,Canned Tuna,Canned,Mumbai,None,86
2024-06-03,P025,Dog Food,Pet,Delhi,None,49
2024-06-03,P025,Dog Food,Pet,Mumbai,None,58
2024-06-03,P025,Dog Food,Pet,Hyderabad,None,83
2024-06-03,P026,Baby Formula,Baby,Bangalore,None,31
2024-06-03,P026,Baby Formula,Baby,Pune,None,37
2024-06-03,P026,Baby Formula,Baby,Hyderabad,None,67
2024-06-03,P027,Toothpaste,Health,Mumbai,None,49
2024-06-03,P027,Toothpaste,Health,Kolkata,None,23
2024-06-03,P027,Toothpaste,Health,Delhi,None,82
2024-06-03,P028,Disinfectant Wipes,Cleaning,Bangalore,None,68
2024-06-03,P028,Disinfectant Wipes,Cleaning,Kolkata,None,28
2024-06-03,P028,Disinfectant Wipes,Cleaning,Mumbai,None,83
2024-06-03,P029,Face Mask,Health,Bangalore,None,69
2024-06-03,P029,Face Mask,Health,Pune,None,60
2024-06-03,P029,Face Mask,Health,Kolkata,None,60
2024-06-03,P030,Moisturizer,Health,Chennai,None,42
2024-06-03,P030,Moisturizer,Health,Mumbai,None,33
2024-06-03,P030,Moisturizer,Health,Pune,None,91
2024-06-03,P031,Cough Syrup,Health,Delhi,None,87
2024-06-03,P031,Cough Syrup,Health,Pune,None,45
2024-06-03,P031,Cough Syrup,Health,Kolkata,None,43
2024-06-04,P001,Milk,Dairy,Delhi,None,48
2024-06-04,P001,Milk,Dairy,Bangalore,None,41
2024-06-04,P001,Milk,Dairy,Hyderabad,None,56
2024-06-04,P002,Bread,Bakery,Bangalore,None,91
2024-06-04,P002,Bread,Bakery,Hyderabad,None,73
2024-06-04,P002,Bread,Bakery,Pune,None,53
2024-06-04,P003,Yogurt,Dairy,Mumbai,None,95
2024-06-04,P003,Yogurt,Dairy,Delhi,None,97
2024-06-04,P003,Yogurt,Dairy,Pune,None,94
2024-06-04,P004,Cheese,Dairy,Bangalore,None,76
2024-06-04,P004,Cheese,Dairy,Hyderabad,None,50
2024-06-04,P004,Cheese,Dairy,Delhi,None,28
2024-06-04,P005,Juice,Beverage,Chennai,None,91
2024-06-04,P005,Juice,Beverage,Bangalore,None,52
2024-06-04,P005,Juice,Beverage,Pune,None,38
2024-06-04,P006,Butter,Dairy,Pune,None,68
2024-06-04,P006,Butter,Dairy,Hyderabad,None,52
2024-06-04,P006,Butter,Dairy,Delhi,None,92
2024-06-04,P007,Eggs,Dairy,Delhi,None,87
2024-06-04,P007,Eggs,Dairy,Bangalore,None,97
2024-06-04,P007,Eggs,Dairy,Hyderabad,None,89
2024-06-04,P008,Paneer,Dairy,Delhi,None,41
2024-06-04,P008,Paneer,Dairy,Kolkata,None,20
2024-06-04,P008,Paneer,Dairy,Chennai,None,62
2024-06-04,P009,Spinach,Produce,Delhi,None,25
2024-06-04,P009,Spinach,Produce,Hyderabad,None,44
2024-06-04,P009,Spinach,Produce,Pune,None,93
2024-06-04,P010,Tomato,Produce,Pune,None,93
2024-06-04,P010,Tomato,Produce,Delhi,None,99
2024-06-04,P010,Tomato,Produce,Hyderabad,None,91
2024-06-04,P011,Onion,Produce,Bangalore,None,52
2024-06-04,P011,Onion,Produce,Kolkata,None,84
2024-06-04,P011,Onion,Produce,Mumbai,None,67
2024-06-04,P012,Apple,Fruit,Mumbai,None,57
2024-06-04,P012,Apple,Fruit,Bangalore,None,27
2024-06-04,P012,Apple,Fruit,Pune,None,32
2024-06-04,P013,Banana,Fruit,Chennai,None,57
2024-06-04,P013,Banana,Fruit,Bangalore,None,77
2024-06-04,P013,Banana,Fruit,Hyderabad,None,54
2024-06-04,P014,Chicken,Meat,Kolkata,None,33
2024-06-04,P014,Chicken,Meat,Pune,None,21
2024-06-04,P014,Chicken,Meat,Hyderabad,None,38
2024-06-04,P015,Fish,Meat,Delhi,None,96
2024-06-04,P015,Fish,Meat,Bangalore,None,35
2024-06-04,P015,Fish,Meat,Chennai,None,46
2024-06-04,P016,Chips,Snacks,Mumbai,None,34
2024-06-04,P016,Chips,Snacks,Chennai,None,88
2024-06-04,P016,Chips,Snacks,Delhi,None,50
2024-06-04,P017,Cookies,Snacks,Chennai,None,23
2024-06-04,P017,Cookies,Snacks,Pune,None,81
2024-06-04,P017,Cookies,Snacks,Mumbai,None,99
2024-06-04,P018,Granola Bar,Snacks,Hyderabad,None,37
2024-06-04,P018,Granola Bar,Snacks,Kolkata,None,74
2024-06-04,P018,Granola Bar,Snacks,Delhi,None,42
2024-06-04,P019,Frozen Pizza,Frozen,Hyderabad,None,22
2024-06-04,P019,Frozen Pizza,Frozen,Chennai,None,45
2024-06-04,P019,Frozen Pizza,Frozen,Kolkata,None,97
2024-06-04,P020,Ice Cream,Frozen,Mumbai,None,46
2024-06-04,P020,Ice Cream,Frozen,Chennai,None,26
2024-06-04,P020,Ice Cream,Frozen,Hyderabad,None,31
2024-06-04,P021,Iced Tea,Beverage,Mumbai,None,70
2024-06-04,P021,Iced Tea,Beverage,Pune,None,56
2024-06-04,P021,Iced Tea,Beverage,Chennai,None,65
2024-06-04,P022,Coconut Water,Beverage,Bangalore,None,98
2024-06-04,P022,Coconut Water,Beverage,Pune,None,35
2024-06-04,P022,Coconut Water,Beverage,Hyderabad,None,29
2024-06-04,P023,Baked Beans,Canned,Chennai,None,24
2024-06-04,P023,Baked Beans,Canned,Hyderabad,None,78
2024-06-04,P023,Baked Beans,Canned,Kolkata,None,86
2024-06-04,P024,Canned Tuna,Canned,Chennai,None,40
2024-06-04,P024,Canned Tuna,Canned,Pune,None,64
2024-06-04,P024,Canned Tuna,Canned,Mumbai,None,48
2024-06-04,P025,Dog Food,Pet,Kolkata,None,28
2024-06-04,P025,Dog Food,Pet,Hyderabad,None,48
2024-06-04,P025,Dog Food,Pet,Delhi,None,29
2024-06-04,P026,Baby Formula,Baby,Hyderabad,None,83
2024-06-04,P026,Baby Formula,Baby,Kolkata,None,80
2024-06-04,P026,Baby Formula,Baby,Bangalore,None,67
2024-06-04,P027,Toothpaste,Health,Delhi,None,35
2024-06-04,P027,Toothpaste,Health,Mumbai,None,24
2024-06-04,P027,Toothpaste,Health,Chennai,None,57
2024-06-04,P028,Disinfectant Wipes,Cleaning,Hyderabad,None,39
2024-06-04,P028,Disinfectant Wipes,Cleaning,Kolkata,None,99
2024-06-04,P028,Disinfectant Wipes,Cleaning,Bangalore,None,57
2024-06-04,P029,Face Mask,Health,Kolkata,None,50
2024-06-04,P029,Face Mask,Health,Bangalore,None,59
2024-06-04,P029,Face Mask,Health,Delhi,None,74
2024-06-04,P030,Moisturizer,Health,Pune,None,89
2024-06-04,P030,Moisturizer,Health,Delhi,None,93
2024-06-04,P030,Moisturizer,Health,Bangalore,None,39
2024-06-04,P031,Cough Syrup,Health,Chennai,None,80
2024-06-04,P031,Cough Syrup,Health,Pune,None,81
2024-06-04,P031,Cough Syrup,Health,Delhi,None,66
2024-06-05,P001,Milk,Dairy,Chennai,None,42
2024-06-05,P001,Milk,Dairy,Delhi,None,81
2024-06-05,P001,Milk,Dairy,Mumbai,None,29
2024-06-05,P002,Bread,Bakery,Pune,None,54
2024-06-05,P002,Bread,Bakery,Mumbai,None,88
2024-06-05,P002,Bread,Bakery,Kolkata,None,86
2024-06-05,P003,Yogurt,Dairy,Bangalore,None,27
2024-06-05,P003,Yogurt,Dairy,Delhi,None,50
2024-06-05,P003,Yogurt,Dairy,Kolkata,None,90
2024-06-05,P004,Cheese,Dairy,Bangalore,None,76
2024-06-05,P004,Cheese,Dairy,Delhi,None,65
2024-06-05,P004,Cheese,Dairy,Hyderabad,None,56
2024-06-05,P005,Juice,Beverage,Mumbai,None,61
2024-06-05,P005,Juice,Beverage,Kolkata,None,41
2024-06-05,P005,Juice,Beverage,Chennai,None,57
2024-06-05,P006,Butter,Dairy,Chennai,None,90
2024-06-05,P006,Butter,Dairy,Delhi,None,90
2024-06-05,P006,Butter,Dairy,Mumbai,None,36
2024-06-05,P007,Eggs,Dairy,Bangalore,None,93
2024-06-05,P007,Eggs,Dairy,Kolkata,None,66
2024-06-05,P007,Eggs,Dairy,Hyderabad,None,38
2024-06-05,P008,Paneer,Dairy,Chennai,None,77
2024-06-05,P008,Paneer,Dairy,Kolkata,None,81
2024-06-05,P008,Paneer,Dairy,Hyderabad,None,55
2024-06-05,P009,Spinach,Produce,Pune,None,62
2024-06-05,P009,Spinach,Produce,Mumbai,None,37
2024-06-05,P009,Spinach,Produce,Hyderabad,None,29
2024-06-05,P010,Tomato,Produce,Chennai,None,69
2024-06-05,P010,Tomato,Produce,Delhi,None,29
2024-06-05,P010,Tomato,Produce,Kolkata,None,87
2024-06-05,P011,Onion,Produce,Delhi,None,31
2024-06-05,P011,Onion,Produce,Chennai,None,78
2024-06-05,P011,Onion,Produce,Mumbai,None,54
2024-06-05,P012,Apple,Fruit,Hyderabad,None,60
2024-06-05,P012,Apple,Fruit,Delhi,None,42
2024-06-05,P012,Apple,Fruit,Kolkata,None,65
2024-06-05,P013,Banana,Fruit,Mumbai,None,32
2024-06-05,P013,Banana,Fruit,Hyderabad,None,93
2024-06-05,P013,Banana,Fruit,Delhi,None,24
2024-06-05,P014,Chicken,Meat,Chennai,None,100
2024-06-05,P014,Chicken,Meat,Delhi,None,22
2024-06-05,P014,Chicken,Meat,Bangalore,None,23
2024-06-05,P015,Fish,Meat,Bangalore,None,41
2024-06-05,P015,Fish,Meat,Pune,None,56
2024-06-05,P015,Fish,Meat,Mumbai,None,63
2024-06-05,P016,Chips,Snacks,Pune,None,33
2024-06-05,P016,Chips,Snacks,Hyderabad,None,66
2024-06-05,P016,Chips,Snacks,Mumbai,None,38
2024-06-05,P017,Cookies,Snacks,Bangalore,None,84
2024-06-05,P017,Cookies,Snacks,Pune,None,86
2024-06-05,P017,Cookies,Snacks,Delhi,None,21
2024-06-05,P018,Granola Bar,Snacks,Chennai,None,29
2024-06-05,P018,Granola Bar,Snacks,Pune,None,44
2024-06-05,P018,Granola Bar,Snacks,Bangalore,None,40
2024-06-05,P019,Frozen Pizza,Frozen,Bangalore,None,26
2024-06-05,P019,Frozen Pizza,Frozen,Hyderabad,None,49
2024-06-05,P019,Frozen Pizza,Frozen,Delhi,None,80
2024-06-05,P020,Ice Cream,Frozen,Mumbai,None,33
2024-06-05,P020,Ice Cream,Frozen,Bangalore,None,88
2024-06-05,P020,Ice Cream,Frozen,Chennai,None,76
2024-06-05,P021,Iced Tea,Beverage,Bangalore,None,33
2024-06-05,P021,Iced Tea,Beverage,Hyderabad,None,87
2024-06-05,P021,Iced Tea,Beverage,Pune,None,44
2024-06-05,P022,Coconut Water,Beverage,Pune,None,90
2024-06-05,P022,Coconut Water,Beverage,Kolkata,None,80
2024-06-05,P022,Coconut Water,Beverage,Bangalore,None,95
2024-06-05,P023,Baked Beans,Canned,Chennai,None,96
2024-06-05,P023,Baked Beans,Canned,Mumbai,None,36
2024-06-05,P023,Baked Beans,Canned,Bangalore,None,35
2024-06-05,P024,Canned Tuna,Canned,Chennai,None,69
2024-06-05,P024,Canned Tuna,Canned,Delhi,None,61
2024-06-05,P024,Canned Tuna,Canned,Pune,None,90
2024-06-05,P025,Dog Food,Pet,Chennai,None,53
2024-06-05,P025,Dog Food,Pet,Delhi,None,34
2024-06-05,P025,Dog Food,Pet,Bangalore,None,77
2024-06-05,P026,Baby Formula,Baby,Mumbai,None,93
2024-06-05,P026,Baby Formula,Baby,Pune,None,46
2024-06-05,P026,Baby Formula,Baby,Bangalore,None,63
2024-06-05,P027,Toothpaste,Health,Kolkata,None,71
2024-06-05,P027,Toothpaste,Health,Bangalore,None,61
2024-06-05,P027,Toothpaste,Health,Pune,None,55
2024-06-05,P028,Disinfectant Wipes,Cleaning,Chennai,None,80
2024-06-05,P028,Disinfectant Wipes,Cleaning,Hyderabad,None,59
2024-06-05,P028,Disinfectant Wipes,Cleaning,Delhi,None,34
2024-06-05,P029,Face Mask,Health,Kolkata,None,53
2024-06-05,P029,Face Mask,Health,Hyderabad,None,91
2024-06-05,P029,Face Mask,Health,Chennai,None,100
2024-06-05,P030,Moisturizer,Health,Delhi,None,96
2024-06-05,P030,Moisturizer,Health,Kolkata,None,77
2024-06-05,P030,Moisturizer,Health,Mumbai,None,68
2024-06-05,P031,Cough Syrup,Health,Chennai,None,84
2024-06-05,P031,Cough Syrup,Health,Delhi,None,35
2024-06-05,P031,Cough Syrup,Health,Mumbai,None,69
2024-06-06,P001,Milk,Dairy,Pune,None,81
2024-06-06,P001,Milk,Dairy,Kolkata,None,92
